...1;...2;id_record;id_study;id_control;id_effect;authors;publication_year;bibtexkey;category;author;title;year;journal;doi;language_record;language_materials;country;population;modality;incentives;incentive_notes;preregistered;open_data;open_data_claimed;open_materials;n_total;n_control;n_mi;within_between;accuracy_control_prop;accuracy_mi_prop;accuracy_control_mean;accuracy_mi_mean;accuracy_control_sd;accuracy_mi_sd;accuracy_type;accuracy_reverse;test_statistic;statistic_type;control_type;notes_comparison;notes_source;age_mean;age_median;age_sd;age_min;age_max;gender_female_prop;neuro_condition;preevent_valence;preevent_warning;preevent_alcohol;event_medium;event_materials;event_valence;postevent_recall;postevent_warning;postevent_retention_interval;exposure_medium;exposure_method;exposure_credibility;exposure_valence;postexposure_recall;postexposure_retention_interval;postexposure_warning;postexposure_correction;test_type;test_medium;item_centrality;items_control;items_misled;items_total;notes_moderators;notes_general;total_accuracy_control_mean;total_accuracy_mi_mean;total_accuracy_control_sd;total_accuracy_mi_sd;total_accuracy_control_prop;total_accuracy_mi_prop;id;yi;vi
220;13;003;003_01;003_01_01;0013;bowles;2014;Bowles_2013;article;"Peter V. Bowles; Stefanie J. Sharman";The Effect of Different Types of Leading Questions on Adult Eyewitnesses with Mild Intellectual Disabilities;2013;Applied Cognitive Psychology;10.1002/acp.2953;en;en;au;community;NA;NA;NA;0;0;0;0;41;41,000;41,000;within;NA;NA;0,6100;0,4210;0,2740;0,2870;proportion;0;omit;omit;neutral;within subjects comparison ID adults;p.131;32,370;NA;7,7500;22,000;48,000;0,3900;intellectual_disability;no_manipulation;0;0;visual;eric_the_electrician;NA;0;0;0,00;live;misinformation_interview;NA;no_manipulation;0;0;0;0;recognition;text;NA;4;4;20;Participants were adults with mild intelectual disibility, typically meaning having an IQ between 50 and 75;This is a 2(control, misled)X4(question type) design comparing ID adults getting PEI through an interview. Only the main effect of misinformation is extracted here.;0,610000000;0,421000000;0,2740000000000000;0,28699999999999998;NA;NA;13;0,66727768978763313;0,05149548484931903
221;14;004;004_02;004_02_01;0014;connolly & lindsey;2001;NA;NA;NA;NA;NA;NA;"10.1002/1099-0720%28200103/04%2915:2%3C205::AID-ACP698%3E3.0.CO;2-F";en;en;ca;community;field;NA;NA;0;0;0;0;16;16,000;16,000;within;NA;NA;0,0600;0,0900;0,1700;0,2000;proportion;1;omit;omit;neutral;within subjects comparison on 8-year-olds on incorrect yes responces on variable details;p 218;8,300;NA;0,7500;NA;NA;NA;NA;no_manipulation;0;0;live;play_sessions_connolly_lindsey_2011;NA;0;0;96,00;live;interview;NA;no_manipulation;0;24;0;0;recognition;live;NA;12;12;24;participants were 8 year-old children, with two different event materials;this experiment looks at two misinformation events and measures recognition on those events biased by an interview. Multiple effects wer not available due to lacking reporting. The specific effects we report are indicated in the comparison notes.;0,940000000;0,910000000;0,1700000000000000;0,20000000000000001;NA;NA;14;0,15755124381782404;0,12538784991294599
222;15;004;004_02;004_02_01;0015;connolly & lindsey;2001;NA;NA;NA;NA;NA;NA;"10.1002/1099-0720%28200103/04%2915:2%3C205::AID-ACP698%3E3.0.CO;2-F";en;en;ca;community;field;NA;NA;0;0;0;0;16;16,000;16,000;within;NA;NA;0,1600;0,4700;0,2400;0,3900;proportion;1;omit;omit;neutral;within subjects comparison on 8-year-olds on incorrect yes responces on variable details;p 218;8,300;NA;0,7500;NA;NA;NA;NA;no_manipulation;0;0;live;play_sessions_connolly_lindsey_2011;NA;0;0;96,00;live;interview;NA;no_manipulation;0;24;0;0;recognition;live;NA;12;12;24;participants were 8 year-old children, with two different event materials;this experiment looks at two misinformation events and measures recognition on those events biased by an interview. Multiple effects wer not available due to lacking reporting. The specific effects we report are indicated in the comparison notes.;0,840000000;0,530000000;0,2400000000000000;0,39000000000000001;NA;NA;15;0,93319557538034514;0,13860709346733521
223;16;004;004_02;004_02_01;0016;connolly & lindsey;2001;NA;NA;NA;NA;NA;NA;"10.1002/1099-0720%28200103/04%2915:2%3C205::AID-ACP698%3E3.0.CO;2-F";en;en;ca;community;field;NA;NA;0;0;0;0;16;16,000;16,000;within;NA;NA;0,1600;0,5900;0,2400;0,3800;proportion;1;omit;omit;neutral;within subjects comparison on 8-year-olds incorrect 'yes' responses on Lauren story;p.218;8,300;NA;0,7500;NA;NA;NA;NA;no_manipulation;0;0;live;lauren_story_connolly_lindsey_2001;NA;0;0;96,00;live;interview;NA;no_manipulation;0;24;0;0;recognition;live;NA;12;2;4;participants were 8 year-old children;this experiment looks at two misinformation events and measures recognition on those events biased by an interview. Multiple effects wer not available due to lacking reporting. The specific effects we report are indicated in the comparison notes.;0,840000000;0,410000000;0,2400000000000000;0,38000000000000000;NA;NA;16;1,31887295679288785;0,15217852931499398
224;17;005;005_01;005_01_01;0017;frost;2000;NA;NA;NA;NA;NA;NA;10.3758/BF03214367;en;en;us;students;lab;course_credit;NA;0;0;0;0;48;48,000;48,000;within;NA;NA;0,2600;0,1400;0,2070;0,2070;proportion;0;omit;omit;no misinformation;NA;p.533, table 1. p.534. Standar deviations are pooled and were calculated from the SEM reported with the t-statistics.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;NA;no_manipulation;0;0;0;0;cued_recall;text;NA;2;2;4;no moderators;participants are presented with slides, misinformation through narrative, and then cued recall in text;0,260000000;0,140000000;0,2070000000000000;0,20699999999999999;NA;NA;17;0,57507039747316091;0,04338909355234343
225;18;005;005_02;005_02_01;0018;frost;2000;NA;NA;NA;NA;NA;NA;10.3758/BF03214367;en;en;us;students;lab;course_credit;NA;0;0;0;0;48;48,000;48,000;within;NA;NA;0,3500;0,1600;0,2750;0,2750;proportion;0;omit;omit;no misinformation;NA;p.533, table 1. p.534. Standar deviations are pooled and were calculated from the SEM reported with the t-statistics.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;NA;no_manipulation;0;0;0;0;cued_recall;text;NA;4;4;6;no moderators;participants are presented with slides, misinformation through narrative, and then cued recall in text;0,350000000;0,160000000;0,2750000000000000;0,27500000000000002;NA;NA;18;0,68537935553392171;0,04411325448433382
226;19;005;005_02;005_02_01;0019;frost;2000;NA;NA;NA;NA;NA;NA;10.3758/BF03214367;en;en;us;students;lab;course_credit;NA;0;0;0;0;48;48,000;48,000;within;NA;NA;0,1700;0,1200;0,2400;0,2400;proportion;0;omit;omit;no misinformation;NA;p.533, table 1. p.534. Standar deviations are pooled and were calculated from the SEM reported with the t-statistics.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;visual;theft_slides_mccloskey_zaragoza_1985;NA;0;0;0,00;text;narrative;NA;no_manipulation;0;168;0;0;cued_recall;text;NA;4;4;6;a 168 hour time delay between exposer and recall testing.;participants are presented with slides, misinformation through narrative, and then cued recall in text;0,170000000;0,120000000;0,2400000000000000;0,23999999999999999;NA;NA;19;0,20666592409191725;0,04188911877177482
227;26;009;009_01;009_01_01;0026;calvillo et al.;2016;Calvillo_2016;article;"Dustin P. Calvillo; Jocelyn A. Parong; Briana Peralta; Derrick Ocampo; Rachael Van Gundy";Sleep Increases Susceptibility to the Misinformation Effect;2016;Applied Cognitive Psychology;10.1002/acp.3259;en;en;us;students;lab;course_credit;course credit toward the completion of a research requirement;0;0;0;0;177;59,000;59,000;within;NA;NA;0,8460;0,1900;0,0900;0,3180;proportion;1;omit;omit;consistent;comparing groups depending on how much they have slept;Table 2, p. 1064, proportions were measured with a ruler;19,750;NA;NA;19,370;20,120;0,8644;NA;no_manipulation;0;0;visual;car_theft_and_grocery_store__slides_calvillo_et_al_2016;NA;0;0;0,00;text;narrative;NA;no_manipulation;0;0;0;0;recognition;text;NA;6;6;36;immediate exposure to misinformation;The experiment was a 4 (retention interval)×3 (recognition item type) mixed-model design. Retention interval was manipulated between subjects and consisted of four levels: immediate, 12-hour wake, 12-hour sleep, and 24hours.;0,154000000;0,810000000;0,0900000000000000;0,31800000000000000;NA;NA;26;-2,78891718013270840;0,06685618236287871
228;27;009;009_01;009_01_02;0027;calvillo et al.;2016;Calvillo_2016;article;"Dustin P. Calvillo; Jocelyn A. Parong; Briana Peralta; Derrick Ocampo; Rachael Van Gundy";Sleep Increases Susceptibility to the Misinformation Effect;2016;Applied Cognitive Psychology;10.1002/acp.3259;en;en;us;students;lab;course_credit;course credit toward the completion of a research requirement;0;0;0;0;177;36,000;36,000;within;NA;NA;0,8510;0,2740;0,1740;0,3730;proportion;1;omit;omit;consistent;comparing groups depending on how much they have slept;Table 2, p. 1064, proportions were measured with a ruler;20,440;NA;NA;19,350;21,540;0,7777;NA;no_manipulation;0;0;visual;car_theft_and_grocery_store__slides_calvillo_et_al_2016;NA;0;0;12,00;text;narrative;NA;no_manipulation;0;0;0;0;recognition;text;NA;6;6;36;exposure to misinformation after being awake for 12 hours;The experiment was a 4 (retention interval)×3 (recognition item type) mixed-model design. Retention interval was manipulated between subjects and consisted of four levels: immediate, 12-hour wake, 12-hour sleep, and 24hours.;0,149000000;0,726000000;0,1740000000000000;0,37300000000000000;NA;NA;27;-1,96123551238466964;0,08226697732665804
229;28;009;009_01;009_01_03;0028;calvillo et al.;2016;Calvillo_2016;article;"Dustin P. Calvillo; Jocelyn A. Parong; Briana Peralta; Derrick Ocampo; Rachael Van Gundy";Sleep Increases Susceptibility to the Misinformation Effect;2016;Applied Cognitive Psychology;10.1002/acp.3259;en;en;us;students;lab;course_credit;course credit toward the completion of a research requirement;0;0;0;0;177;36,000;36,000;within;NA;NA;0,7970;0,3570;0,1990;0,4230;proportion;1;omit;omit;consistent;comparing groups depending on how much they have slept;Table 2, p. 1064,proportions were measured with a ruler;20,560;NA;NA;19,780;21,320;0,6944;NA;no_manipulation;0;0;visual;car_theft_and_grocery_store__slides_calvillo_et_al_2016;NA;0;0;12,00;text;narrative;NA;no_manipulation;0;0;0;0;recognition;text;NA;6;6;36;exposure to misinformation after being asleep for 12 hours;The experiment was a 4 (retention interval)×3 (recognition item type) mixed-model design. Retention interval was manipulated between subjects and consisted of four levels: immediate, 12-hour wake, 12-hour sleep, and 24hours.;0,203000000;0,643000000;0,1990000000000000;0,42299999999999999;NA;NA;28;-1,31678293963838589;0,06759664798696326
230;29;009;009_01;009_01_04;0029;calvillo et al.;2016;Calvillo_2016;article;"Dustin P. Calvillo; Jocelyn A. Parong; Briana Peralta; Derrick Ocampo; Rachael Van Gundy";Sleep Increases Susceptibility to the Misinformation Effect;2016;Applied Cognitive Psychology;10.1002/acp.3259;en;en;us;students;lab;course_credit;course credit toward the completion of a research requirement;0;0;0;0;177;46,000;46,000;within;NA;NA;0,7970;0,3980;0,1580;0,4900;proportion;1;omit;omit;consistent;comparing groups depending on how much they have slept;Table 2, p. 1064, proportions were measured with a ruler;20,480;NA;NA;19,440;21,520;0,6956;NA;no_manipulation;0;0;visual;car_theft_and_grocery_store__slides_calvillo_et_al_2016;NA;0;0;24,00;text;narrative;NA;no_manipulation;0;0;0;0;recognition;text;NA;6;6;36;exposure to misinformation after 24 hours;The experiment was a 4 (retention interval)×3 (recognition item type) mixed-model design. Retention interval was manipulated between subjects and consisted of four levels: immediate, 12-hour wake, 12-hour sleep, and 24hours.;0,203000000;0,602000000;0,1580000000000000;0,48999999999999999;NA;NA;29;-1,08684188174280227;0,04989796345603389
231;30;010;010_01;010_01_01;0030;compo et al;2012;Compo_2012;article;"Nadja Schreiber Compo; Jacqueline R. Evans; Rolando N. Carol; Daniella Villalba; Lindsay S. Ham; Tracy Garcia; Stefan Rose";Intoxicated eyewitnesses: Better than their reputation?;2012;Law and Human Behavior;10.1037/h0093951;en;en;us;students;lab;course_credit;research credit;0;0;0;0;93;30,000;30,000;within;NA;NA;0,2440;0,1930;0,1310;0,1310;proportion;1;omit;omit;consistent;comparing groups depending on alcohol / placebo / control;Table 2, p. 84;24,000;NA;4,6000;NA;NA;NA;NA;no_manipulation;0;1;live;intruder_theft_staged_crime_compo_et_al_2012;NA;0;0;0,00;audio;narrative;NA;no_manipulation;0;0;0;0;cued_recall;live;NA;12;12;24;alcohol/placebo/control (alcohol);The study used a 3 (intoxication level: alcohol vs. placebo vs. control) 2 (information type: misinformation vs. control) mixed design with information type manipulated within subjects. However, they used different formats of questions in the recall interviews without reporting the statistics between the conditions/items;0,756000000;0,807000000;0,1310000000000000;0,13100000000000001;NA;NA;30;-0,38425330253762036;0,06789708833759223
232;31;010;010_01;010_01_02;0031;compo et al;2012;Compo_2012;article;"Nadja Schreiber Compo; Jacqueline R. Evans; Rolando N. Carol; Daniella Villalba; Lindsay S. Ham; Tracy Garcia; Stefan Rose";Intoxicated eyewitnesses: Better than their reputation?;2012;Law and Human Behavior;10.1037/h0093951;en;en;us;students;lab;course_credit;research credit;0;0;0;0;93;38,000;38,000;within;NA;NA;0,2610;0,2110;0,1440;0,1440;proportion;1;omit;omit;consistent;comparing groups depending on alcohol / placebo / control;Table 2, p. 84;24,000;NA;4,6000;NA;NA;NA;NA;no_manipulation;0;0;live;intruder_theft_staged_crime_compo_et_al_2012;NA;0;0;0,00;audio;narrative;NA;no_manipulation;0;0;0;0;cued_recall;live;NA;12;12;24;alcohol/placebo/control (placebo);The study used a 3 (intoxication level: alcohol vs. placebo vs. control) 2 (information type: misinformation vs. control) mixed design with information type manipulated within subjects. However, they used different formats of questions in the recall interviews without reporting the statistics between the conditions/items;0,739000000;0,789000000;0,1440000000000000;0,14399999999999999;NA;NA;31;-0,34368914767192071;0,05340869888307533
233;32;010;010_01;010_01_03;0032;compo et al;2012;Compo_2012;article;"Nadja Schreiber Compo; Jacqueline R. Evans; Rolando N. Carol; Daniella Villalba; Lindsay S. Ham; Tracy Garcia; Stefan Rose";Intoxicated eyewitnesses: Better than their reputation?;2012;Law and Human Behavior;10.1037/h0093951;en;en;us;students;lab;course_credit;research credit;0;0;0;0;93;25,000;25,000;within;NA;NA;0,2530;0,1780;0,1240;0,1410;proportion;1;omit;omit;consistent;comparing groups depending on alcohol / placebo / control;Table 2, p. 84;24,000;NA;4,6000;NA;NA;NA;NA;no_manipulation;0;0;live;intruder_theft_staged_crime_compo_et_al_2012;NA;0;0;0,00;audio;narrative;NA;no_manipulation;0;0;0;0;cued_recall;live;NA;12;12;24;alcohol/placebo/control (control);The study used a 3 (intoxication level: alcohol vs. placebo vs. control) 2 (information type: misinformation vs. control) mixed design with information type manipulated within subjects. However, they used different formats of questions in the recall interviews without reporting the statistics between the conditions/items;0,747000000;0,822000000;0,1240000000000000;0,14099999999999999;NA;NA;32;-0,55599641440986924;0,08309132012836631
234;34;012;012_01;012_01_01;0034;zoladz et al;2017;Zoladz_2017;article;"Phillip R. Zoladz; Chelsea E. Cadle; Alison M. Dailey; Miranda K. Fiely; David M. Peters; Hannah E. Nagle; Brianne E. Mosley; Amanda R. Scharf; Callie M. Brown; Tessa J. Duffy; McKenna B. Earley; Boyd R. Rorabaugh; Kristie E. Payment";Blunted cortisol response to acute pre-learning stress prevents misinformation effect in a forced confabulation paradigm;2017;Hormones and Behavior;10.1016/j.yhbeh.2017.04.003;en;en;us;students;lab;none;NA;0;0;0;0;84;31,000;31,000;within;NA;NA;0,1260;0,4280;0,2450;0,3500;proportion;1;omit;omit;consistent;compared recall between confabulations and control items on responders to stress;Fig 3. p. 6. Probability of assents were gathered using a ruler;NA;NA;NA;NA;NA;0,4516;NA;no_manipulation;0;0;audiovisual;looking_for_miracles;NA;0;0;24,00;live;interview;NA;no_manipulation;0;72;1;0;recognition;text;NA;9;4;22;"Stress. Responder (stressed) participants. Stressed participants were devided into cortisol “responders” and “non-responders” based on their cortisol response to the CPT. Specifically, stressed participants exhibiting a cortisol increase of at least 2.5 nmol/l following the CPT were considered responders (N =31; 17 males, 14 females); all other stressed participants were considered non-responders";Provided mean age for whole sample, but not for groups M=19.04,SD=1.07). Repeated testing. Yoked control items NOT CONSISTENT;0,874000000;0,572000000;0,2450000000000000;0,34999999999999998;NA;NA;34;0,98712238399426788;0,07237427904018166
235;35;012;012_01;012_01_02;0035;zoladz et al;2017;Zoladz_2017;article;"Phillip R. Zoladz; Chelsea E. Cadle; Alison M. Dailey; Miranda K. Fiely; David M. Peters; Hannah E. Nagle; Brianne E. Mosley; Amanda R. Scharf; Callie M. Brown; Tessa J. Duffy; McKenna B. Earley; Boyd R. Rorabaugh; Kristie E. Payment";Blunted cortisol response to acute pre-learning stress prevents misinformation effect in a forced confabulation paradigm;2017;Hormones and Behavior;10.1016/j.yhbeh.2017.04.003;en;en;us;students;lab;none;NA;0;0;0;0;84;18,000;18,000;within;NA;NA;0,0820;0,1000;0,1360;0,2120;proportion;1;omit;omit;consistent;compared recall between confabulations and control items on non-responders to stress;Fig 3. p. 6. Probability of assents were gathered using a ruler;NA;NA;NA;NA;NA;0,6666;NA;no_manipulation;0;0;audiovisual;looking_for_miracles;NA;0;0;24,00;live;interview;NA;no_manipulation;0;72;1;0;recognition;text;NA;9;4;22;"Stress. Non-responder (stressed) participants. Stressed participants were devided into cortisol “responders” and “non-responders” based on their cortisol response to the CPT. Specifically, stressed participants exhibiting a cortisol increase of at least 2.5 nmol/l following the CPT were considered responders (N =31; 17 males, 14 females); all other stressed participants were considered non-responders";Provided mean age for whole sample, but not for groups M=19.04,SD=1.07). repeated testing,  Yoked control items NOT CONSISTENT;0,918000000;0,900000000;0,1360000000000000;0,21199999999999999;NA;NA;35;0,09881749045824559;0,11124673467250645
236;36;012;012_01;012_01_03;0036;zoladz et al;2017;Zoladz_2017;article;"Phillip R. Zoladz; Chelsea E. Cadle; Alison M. Dailey; Miranda K. Fiely; David M. Peters; Hannah E. Nagle; Brianne E. Mosley; Amanda R. Scharf; Callie M. Brown; Tessa J. Duffy; McKenna B. Earley; Boyd R. Rorabaugh; Kristie E. Payment";Blunted cortisol response to acute pre-learning stress prevents misinformation effect in a forced confabulation paradigm;2017;Hormones and Behavior;10.1016/j.yhbeh.2017.04.003;en;en;us;students;lab;none;NA;0;0;0;0;84;35,000;35,000;within;NA;NA;0,0950;0,4730;0,1890;0,4850;proportion;1;omit;omit;consistent;compared recall between confabulations and control items on responders to stress;Fig 3. p. 6. Probability of assents were gathered using a ruler;NA;NA;NA;NA;NA;0,4285;NA;no_manipulation;0;0;audiovisual;looking_for_miracles;NA;0;0;24,00;live;interview;NA;no_manipulation;0;72;1;0;recognition;text;NA;9;4;22;"Stress. No stressed participants (control). Stressed participants were devided into cortisol “responders” and “non-responders” based on their cortisol response to the CPT. Specifically, stressed participants exhibiting a cortisol increase of at least 2.5 nmol/l following the CPT were considered responders (N =31; 17 males, 14 females); all other stressed participants were considered non-responders";Provided mean age for whole sample, but not for groups M=19.04,SD=1.07). repeated testing;0,905000000;0,527000000;0,1890000000000000;0,48499999999999999;NA;NA;36;1,01561224655199389;0,06451048739533134
