"","id_record","id_study","id_control","id_misled","id_effect","authors","publication_year","bibtexkey","category","author","title","year","journal","doi","language_record","language_materials","country","population","modality","incentives","incentive_notes","preregistered","open_data","open_data_claimed","open_materials","n_total","n_control","n_mi","within_between","accuracy_control_prop","accuracy_mi_prop","accuracy_control_mean","accuracy_mi_mean","accuracy_control_sd","accuracy_mi_sd","accuracy_type","accuracy_reverse","test_statistic","statistic_type","control_type","notes_comparison","notes_source","age_mean","age_median","age_sd","age_min","age_max","gender_female_prop","neuro_condition","preevent_valence","preevent_warning","preevent_alcohol","event_medium","event_materials","event_valence","postevent_recall","postevent_warning","postevent_retention_interval","exposure_medium","exposure_method","exposure_credibility","exposure_valence","postexposure_recall","postexposure_retention_interval","postexposure_warning","postexposure_correction","test_type","test_medium","item_centrality","items_control","items_misled","items_total","notes_moderators","notes_general","sd_imputed","yi","vi"
"173","106","106_01","106_01_02",NA,"0335","blank",1998,"Blank_1998","article","Hartmut Blank","Memory States and Memory Tasks: An Integrative Framework for Eyewitness Memory and Suggestibility","1998","Memory","10.1080/741943086","en","de-at","at","students","lab","money","3 GBP",0,0,0,0,46,24,22,"within",NA,NA,0.78,0.78,0.389,0.389,"proportion",0,"omit","omit","no_misinformation","comparing experimental(misled) and control conditions in the enlightenment group. SDs were extracted from the 95% CI by dividing the interval by 4 and converting the standard error to a SD.","table 2, p.493",NA,22,NA,18,50,NA,"NA","no_manipulation",0,0,"visual","tourist_information_slides_blank_1998","NA",0,0,"0","audio","narrative","no_manipulation","no_manipulation",0,"0",1,0,"cued_recall","text","NA","4","4","16","The enlightnend group is privy to the puropus of the study and therefore warned that the PEI will be misleadning.","one teacher tok part in the experiment as a subject. demographics are collapsed across conditions","0",0,0.0871212121212121
"174","070","070_02","070_02_01",NA,"0336","holliday",2003,"Holliday_2003","article","Robyn E. Holliday","Reducing Misinformation Effects in Children With Cognitive Interviews: Dissociating Recollection and Familiarity","2003","Child Development","10.1111/1467-8624.00565","en","en","gb","community","field","NA","NA",0,0,0,0,35,35,35,"within",NA,NA,0.73,0.78,0.2,0.2,"proportion",0,"omit","omit","neutral","comparing control and misled-generate items for four year olds in the structured interview conditoin on the inclusion test","table 5, p.742",4.83,NA,NA,4.083,5.167,0.429,"NA","no_manipulation",0,0,"audiovisual","birthday_party_ceci_2001","NA",1,0,"24","live","interview","no_manipulation","no_manipulation",0,"2",0,0,"recognition","live","NA","6","4","18","NA","group sizes are infered from the overal sample. That is, divided by 2 and rounded down. In this study children take two recognition tests after either getting a cognitiv or structural interview.","0",-0.247230764619848,0.0575794503641037
"175","088","088_01","088_01_02",NA,"0337","lee & chen",2013,"Lee_2012","article","Yuh-shiow Lee; Kuan-Nan Chen","Post-event information presented in a question form eliminates the misinformation effect","2012","British Journal of Psychology","10.1111/j.2044-8295.2012.02109.x","en","tw","tw","students","lab","none","participated voluntarily to fulfil part of their course requirement",0,0,0,0,72,24,24,"within",NA,NA,0.64,0.78,0.05,0.04,"proportion",0,"omit","omit","neutral","control item vs question misleading item correct","Table 1, p.123",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"audiovisual","morning_routine_lee_chen_2012","NA",0,0,"0","audio","narrative","NA","no_manipulation",0,"0",1,0,"cued_recall","text","NA","4","4","8","question with misleading item","within-subjects: control item vs specific item, between: affirmative statement with misinfo vs question with misleading item. they had a third between group condition: question with studied items (consistent), I used within comparison, so I did not report the results for the consistent control group","0",-3.04134646842696,0.179685295218887
"176","055","055_01","055_01_02",NA,"0338","newcombe",1997,"Newcombe_1997","article","Peter A. Newcombe; Michael Siegal","Explicitly Questioning the Nature of Suggestibility in Preschoolers' Memory and Retention","1997","Journal of Experimental Child Psychology","10.1006/jecp.1997.2398","en","en","au","community","lab","NA","NA",0,0,0,0,190,16,16,"between",NA,NA,1.81,1.56,0.4,0.73,"count",0,"omit","omit","neutral","immediate PEI, 1 week test, explicit control vs standard. Neutral control.","table 2, p.193",4.25,NA,0.4167,4,5.75,0.5263,"NA","no_manipulation",0,0,"live","karen_story_newcombe_siegal_1996","no_manipulation",0,0,"2","live","interview","no_manipulation","no_manipulation",0,"168",0,0,"recognition","live","NA","2","2","2","Age and gender descriptives across conditions taken from overall descriptives.","Short story event materials were noted as similar to Ceci et al (1987, Exp 1) and identical to Newcombe and Siegal (1996).","0",0.414013898209055,0.127678242311098
"177","057","057_02","057_02_01","291_02_01","0339","schacter et al",1997,NA,"article",NA,"alse Recollection Induced by Photographs: A Comparison of Older and Younger Adults",NA,NA,NA,"en","en","us","students","lab","money","NA",0,0,0,0,32,16,16,"within",NA,NA,0.88,0.78,0.13,0.17,"proportion",0,"omit","omit","consistent","young overall recognition shown in photograph vs false alarms shown in photograph (reversed)","table 3, p210",19.2,NA,1.7,17,24,NA,"NA","no_manipulation",0,0,"audiovisual","video_kitchen_cleaning_schacter_et_al_1997","NA",0,0,"343.2","visual","photography","NA","no_manipulation",0,"0",0,0,"recognition","text","NA","16","8","40","they asked the participant to mentally keep track of the num ber of times that either the man or the woman entered or exited from the room during the event video, to create a attention demanding task","a 2x2 experimental mixed design","0",0.64413582399911,0.131482983746235
"178","086","086_01","086_01_02",NA,"0340","sheehan & tilden",1983,"Sheehan_1983","article","Peter W. Sheehan; Jan Tilden","Effects of suggestibility and hypnosis on accurate and distorted retrieval from memory.","1983","Journal of Experimental Psychology: Learning, Memory, and Cognition","10.1037/0278-7393.9.2.283","en","en","au","community","lab","none","NA",0,0,0,0,96,12,12,"between",NA,NA,11.92,11.67,1.56998333333333,2.46696898917749,"count",0,"omit","omit","neutral","compared people high and low in suggestibility, as well as awake or under hypnosis","Table 3, p.289",NA,NA,NA,NA,NA,0.61,"NA","no_manipulation",0,0,"visual","wallet_snatching_slides_loftus_1979b","NA",0,0,"0","text","questionnaire","NA","no_manipulation",1,"0",0,0,"recognition","text","NA","3","3","15","Under hypnosis, low suggestibility","They only provided proportion of females for the whole sample, so I generalized it to all conditions. They had 18 items on the memory test, but in the results they say that the results are based on the 15 ""relevant items"" from the questionnaire.","1",0.116729904547128,0.166950538971158
"179","074","074_01","074_01_01",NA,"0341","shuster",1993,"NA","NA",NA,"NA","NA","NA","NA","en","en","gb","community","NA","NA","NA",0,0,0,0,84,21,23,"between",NA,NA,3.5,3.11,0.859,1.02,"count",0,"omit","omit","consistent","comparing control(unbiased) with pre-warned misled","table 1, p.54",4.382,NA,0.479,NA,NA,NA,"NA","no_manipulation",0,0,"live","loren_story_ceci_1987","NA",0,1,"0","live","pictures","no_manipulation","no_manipulation",0,"48",0,0,"recognition","visual","NA","4","4","4","sample sizes was infered from total sample size and t-statistics. ages for each condition is the average.","NA","0",0.404526352992238,0.092956871787081
"180","097","097_01","097_01_01",NA,"0342","biron",2006,"NA","NA",NA,"NA","NA","NA","NA","en","en","us","students","lab","course_credit","the course credit was partial",0,0,0,0,60,60,60,"within",NA,NA,0.98,0.77,0.04,0.11,"proportion",0,"omit","omit","no_misinformation","comparing recall in control and experimental conditions.","p.36",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,NA,"narrative_radavansky_2003","NA",0,0,"0","NA","narrative","no_manipulation","no_manipulation",0,"0",0,0,"recognition","text","NA","6","6","6","NA","This disseration examines how salience and order of presentation can affect ME. Most effects are collapsed across conditions so that only a main effect of ME is repported.","0",2.52114583379733,0.0598174013136401
"181","063","063_04","063_04_03",NA,"0343","echterhoff et al",2005,"NA","NA",NA,"NA","NA","NA","10.3758/BF03193073","en","de","de","students","lab","course_credit","course credit or 3 dollar",0,0,0,0,88,29,29,"within",NA,NA,0.47,0.77,0.15,0.273,"proportion",0,"omit","omit","no_misinformation","explicit monitoring event","Table 4, p.777",25.6,NA,NA,NA,NA,0.693,"NA","no_manipulation",0,0,"audiovisual","burglary_video_echterhoff_hirst_2005","NA",0,0,"0","text","narrative","NA","no_manipulation",0,"0",1,0,"recognition","text","NA","16","4","40","police officer report","NA","0",-1.34368926944478,0.0845301797656987
"182","070","070_02","070_02_01",NA,"0344","holliday",2003,"Holliday_2003","article","Robyn E. Holliday","Reducing Misinformation Effects in Children With Cognitive Interviews: Dissociating Recollection and Familiarity","2003","Child Development","10.1111/1467-8624.00565","en","en","gb","community","field","NA","NA",0,0,0,0,35,35,35,"within",NA,NA,0.71,0.77,0.17,0.19,"proportion",0,"omit","omit","neutral","comparing control and misled-generate items for four year olds in the structured interview conditoin on the exclusiontest","table 5, p.742",4.83,NA,NA,4.083,5.167,0.429,"NA","no_manipulation",0,0,"audiovisual","birthday_party_ceci_2001","NA",1,0,"24","live","interview","no_manipulation","no_manipulation",0,"2",0,0,"recognition","live","NA","6","4","18","NA","group sizes are infered from the overal sample. That is, divided by 2 and rounded down. In this study children take two recognition tests after either getting a cognitiv or structural interview.","0",-0.329133488754104,0.0579166346672818
"183","107","107_03","107_03_02",NA,"0345","McClosky",1985,"NA","NA",NA,"NA","NA","NA","10.1037//0096-3445.114.1.1","en","en","us","students","lab","NA","NA",0,0,0,0,121,72,72,"within",NA,NA,0.73,0.77,0.291338,0.277922666666667,"proportion",0,"1.6","t(71)","neutral","comparing misled and neutral(control) items in the modified test","table 5 and 6 on page 7. T-statistics are taken from the same page and reflect the lowest t-value.",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985","NA",0,0,"0","text","narrative","no_manipulation","no_manipulation",0,"0",0,0,"modified_test","text","NA","2","2","36","NA","The classic McClosky and Zaragoza study. There are 5 experiments all usign the standard and the modified test. The t-test statistic is the lowest reported on the within subjects tests.","1",-0.139750577672541,0.027845591055416
"184","071","071_01","071_01_01",NA,"0346","oeberst & blank",2012,"Oeberst_2012","article","Aileen Oeberst; Hartmut Blank","Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect","2012","Cognition","10.1016/j.cognition.2012.07.009","en","de","de","students","lab","money","5 euro",0,0,0,0,118,55,55,"within",NA,NA,0.74,0.77,0.36,0.33,"proportion",0,"omit","omit","no_misinformation","task representation","Table 2, p.147",21.6,NA,3.4,NA,NA,0.777,"NA","no_manipulation",0,0,"audiovisual","the_world_according_to_garp","NA",0,0,"0","audio","narrative","strong","no_manipulation",1,"0",1,0,"recognition","text","NA","3","2","20","the source was perceived as positive, warning","Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions","0",-0.0862695196724154,0.0363974655910205
"185","068","068_01","068_01_01","254_01_01","0347","van damme et al",2017,"Van_Damme_2014","article","Ilse Van Damme; Karolien Smets","The power of emotion versus the power of suggestion: Memory for emotional events in the misinformation paradigm.","2017","Emotion","10.1037/a0034629","en","en","us","students","online","course_credit","NA",0,0,0,0,321,47,47,"within",NA,NA,0.94,0.77,0.137,0.3428,"proportion",0,"omit","omit","no_misinformation","Comparison of control and negative postgoal, remember judgments, goal relevant. Consistent control.","table 3",20.07,NA,2.69,18,42,0.75,"NA","no_manipulation",0,0,"visual","emotion_slides_okado_2008","no_manipulation",0,0,"0","text","imagination","no_manipulation","no_manipulation",0,"0",0,0,"source_monitoring","text","NA","4","4","16","Age and gender descriptives across conditions taken from overall descriptives.","NA","0",0.645922195298813,0.0447724227786151
"186","068","068_01","068_01_02","254_01_01","0348","van damme et al",2017,"Van_Damme_2014","article","Ilse Van Damme; Karolien Smets","The power of emotion versus the power of suggestion: Memory for emotional events in the misinformation paradigm.","2017","Emotion","10.1037/a0034629","en","en","us","students","online","course_credit","NA",0,0,0,0,321,53,47,"between",NA,NA,0.98,0.77,0.0728,0.3428,"proportion",0,"omit","omit","consistent","Comparison of control and negative postgoal, remember judgments, goal relevant. Consistent control.","table 3",20.07,NA,2.69,18,42,0.75,"NA","no_manipulation",0,0,"visual","emotion_slides_okado_2008","no_manipulation",0,0,"0","text","imagination","no_manipulation","no_manipulation",0,"0",0,0,"source_monitoring","text","NA","4","4","16","Age and gender descriptives across conditions taken from overall descriptives.","NA","0",0.865502368774277,0.0438899920247522
"187","075","075_01","075_01_03","087_01_03","0349","templeton & wilcox",2000,"Templeton_2000","article","Leslie M. Templeton; Sharon A. Wilcox","A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind","2000","Child Development","10.1111/1467-8624.00153","en","en","us","community","lab","NA","NA",0,0,0,0,209,17,17,"within",NA,NA,0.891,0.766,0.1502504003219,0.204612,"proportion",0,"omit","omit","consistent","6 year olds misleading accurate modified","Table 1, p. 410",6.5,NA,NA,6,7.27,0.424,"NA","no_manipulation",0,0,"audiovisual","sesame_street","NA",0,0,"0","audio","narrative","NA","no_manipulation",0,"0",0,0,"recognition","live","NA","4","4","12","NA","Children and adults were given a standard misin formation task with either an original memory test or a modified memory test to assess their susceptibility to misleading inform","1",0.679903240560192,0.124445123772415
"188","075","075_01","075_01_03","087_01_03","0350","templeton & wilcox",2000,"Templeton_2000","article","Leslie M. Templeton; Sharon A. Wilcox","A Tale of Two Representations: The Misinformation Effect and Children{\textquotesingle}s Developing Theory of Mind","2000","Child Development","10.1111/1467-8624.00153","en","en","us","community","lab","NA","NA",0,0,0,0,209,17,17,"within",NA,NA,0.937,0.766,0.148469424242424,0.240396166666667,"proportion",0,"omit","omit","no_misinformation","6 year olds misleading  no info modified","Table 1, p. 410",6.5,NA,NA,6,7.27,0.424,"NA","no_manipulation",0,0,"audiovisual","sesame_street","NA",0,0,"0","audio","narrative","NA","no_manipulation",0,"0",0,0,"recognition","live","NA","4","4","12","NA","Children and adults were given a standard misin formation task with either an original memory test or a modified memory test to assess their susceptibility to misleading inform","1",0.835646596375495,0.127916253441676
