...1,id_record,id_study,id_control,id_misled,id_effect,authors,publication_year,bibtexkey,category,author,title,year,journal,doi,language_record,language_materials,country,population,modality,incentives,incentive_notes,preregistered,open_data,open_data_claimed,open_materials,n_total,n_control,n_mi,within_between,accuracy_control_prop,accuracy_mi_prop,accuracy_control_mean,accuracy_mi_mean,accuracy_control_sd,accuracy_mi_sd,accuracy_type,accuracy_reverse,test_statistic,statistic_type,control_type,notes_comparison,notes_source,age_mean,age_median,age_sd,age_min,age_max,gender_female_prop,neuro_condition,preevent_valence,preevent_warning,preevent_alcohol,event_medium,event_materials,event_valence,postevent_recall,postevent_warning,postevent_retention_interval,exposure_medium,exposure_method,exposure_credibility,exposure_valence,postexposure_recall,postexposure_retention_interval,postexposure_warning,postexposure_correction,test_type,test_medium,item_centrality,items_control,items_misled,items_total,notes_moderators,notes_general,sd_imputed,yi,vi,year_raw,control_acc,leverage,resid,se,z,pred,se_pred,ci.lb,ci.ub,pi.lb,pi.ub,p,p2,p_log
188,048,048_01,048_01_03,223_01_03,0228,chan,16.42600896860995,Chan_2022,article,Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley,Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.,2022,Journal of Experimental Psychology: Applied,10.1037/xap0000394,en,en,us,students,lab,course_credit,NA,1,1,1,1,119,27,27,within,NA,NA,0.79,0.623,0.15,0.2,proportion,0,omit,omit,consistent,comparing consistent and control accuracy on non-warned non-tested participants,extracted from open data:  https://osf.io/anqf,19,NA,1.38,NA,NA,0.18999999999999995,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,1,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,1,0,recognition,text,NA,8,8,24,NA,ages and gender ratios in groups are infered from the reporting since that was not available in the open data.,0,0.930992362842251,0.0820995072191722,2022,0.13822771375437548,0.0018454558123166607,0.48914130295694125,0.8971927333761692,0.5451908879336155,0.24896572285530572,0.2571502754501569,-0.2550395556415562,0.7529710013521677,-1.5749602131942302,2.0728916589048416,0.999421340454194,0.49942134045419395,3.2375768781813226
189,048,048_01,048_01_03,223_01_03,0229,chan,16.42600896860995,Chan_2022,article,Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley,Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.,2022,Journal of Experimental Psychology: Applied,10.1037/xap0000394,en,en,us,students,lab,course_credit,NA,1,1,1,1,119,27,27,within,NA,NA,0.67,0.623,0.12,0.2,proportion,0,omit,omit,neutral,comparing consistent and control accuracy on non-warned non-tested participants,extracted from open data:  https://osf.io/anqf,19,NA,1.38,NA,NA,0.18999999999999995,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,1,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,1,0,recognition,text,NA,8,8,24,NA,ages and gender ratios in groups are infered from the reporting since that was not available in the open data.,0,0.280845884404139,0.0748043926924698,2022,0.018227713754375485,1.1317267701429038e-4,1.27740059876113,0.9146802944257476,1.3965541911702652,0.7971025099968899,0.25644499156498074,0.29447956251384977,1.29972545747993,-1.026441930585246,2.620646950579026,0.8477530607197235,0.34775306071972345,0.8174514295131355
190,048,048_02,048_02_04,223_02_04,0230,chan,16.42600896860995,Chan_2022,article,Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley,Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.,2022,Journal of Experimental Psychology: Applied,10.1037/xap0000394,en,en,us,students,lab,course_credit,NA,1,1,1,1,139,36,36,within,NA,NA,0.66,0.593,0.18,0.245,proportion,0,omit,omit,neutral,table 3,extracted from open data:  https://osf.io/anqf,19,NA,1.68,NA,NA,0.09999999999999998,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,0,0,0,audio,narrative,no_manipulation,no_manipulation,0,48,1,0,recognition,text,NA,8,8,24,the warning and the final test did not occur in the same phase. There is a 48h delay between the post warning and the test.,ages and gender ratios in groups are infered from the reporting since that was not available in the open data.,0,0.30831675086588,0.0562156890198923,2022,0.008227713754375476,6.80184750550115e-4,1.6776625173246171,0.9389986406827565,1.7866506346641458,0.48333073383107295,0.2626556304688412,-0.031464842224517064,0.998126309886663,-1.343606316142977,2.3102677838051227,0.9032636296719861,0.40326362967198615,1.014410211924694
191,048,048_02,048_02_04,223_02_04,0231,chan,16.42600896860995,Chan_2022,article,Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley,Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.,2022,Journal of Experimental Psychology: Applied,10.1037/xap0000394,en,en,us,students,lab,course_credit,NA,1,1,1,1,139,36,36,within,NA,NA,0.801,0.593,0.153,0.245,proportion,0,omit,omit,consistent,table 3,extracted from open data:  https://osf.io/anqf,19,NA,1.68,NA,NA,0.09999999999999998,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,0,0,0,audio,narrative,no_manipulation,no_manipulation,0,48,1,0,recognition,text,NA,8,8,24,the warning and the final test did not occur in the same phase. There is a 48h delay between the post warning and the test.,ages and gender ratios in groups are infered from the reporting since that was not available in the open data.,0,1.00741601351397,0.062603382113086,2022,0.1492277137543755,4.021621885186412e-4,0.8065577833544071,0.9104998096353143,0.8858406941100411,0.18827865673008198,0.2618751685893578,-0.324987242150414,0.7015445556105779,-1.63822794944332,2.014785262903484,0.9999716735703121,0.49997167357031214,4.54780816125695
192,048,048_01,048_01_04,223_01_04,0232,chan,16.42600896860995,Chan_2022,article,Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley,Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.,2022,Journal of Experimental Psychology: Applied,10.1037/xap0000394,en,en,us,students,lab,course_credit,NA,1,1,1,1,119,33,33,within,NA,NA,0.783,0.578,0.159,0.193,proportion,0,omit,omit,consistent,comparing consistent and control accuracy on non-warned non-tested participants,extracted from open data:  https://osf.io/anqf,19,NA,1.38,NA,NA,0.18999999999999995,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,0,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,1,0,recognition,text,NA,8,8,24,NA,ages and gender ratios in groups are infered from the reporting since that was not available in the open data.,0,1.14572822965445,0.0705507058805086,2022,0.13122771375437547,0.0027494304200271474,1.3375886537346227,0.9130077929092847,1.4650353087046692,0.5863273009781472,0.25916354543143977,0.07837608582681532,1.0942785161294792,-1.2386929554615427,2.4113475574178374,0.9999919659009818,0.4999919659009818,5.09506282000527
193,048,048_01,048_01_04,223_01_04,0233,chan,16.42600896860995,Chan_2022,article,Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley,Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.,2022,Journal of Experimental Psychology: Applied,10.1037/xap0000394,en,en,us,students,lab,course_credit,NA,1,1,1,1,119,33,33,within,NA,NA,0.67,0.578,0.14,0.193,proportion,0,omit,omit,neutral,comparing consistent and control accuracy on non-warned non-tested participants,extracted from open data:  https://osf.io/anqf,19,NA,1.38,NA,NA,0.18999999999999995,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,0,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,1,0,recognition,text,NA,8,8,24,NA,ages and gender ratios in groups are infered from the reporting since that was not available in the open data.,0,0.53926021388934,0.0628091028657877,2022,0.018227713754375485,0.011476567838037697,0.34912671466918677,0.8951100381395424,0.39003776049125255,-0.053165617353700796,0.26148237128098134,-0.5656616476565548,0.45933041294915317,-1.8794560325170888,1.7731247978096873,0.9842905522693595,0.48429055226935946,1.8038390824171393
194,049,049_03,049_03_02,132_03_02,0234,chan,3.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,NA,NA,0,0,0,0,48,24,24,within,NA,NA,0.91,0.535,0.085,0.073,proportion,0,omit,omit,consistent,This is the accuracy on the consistent items for subjects who did post event recall,"Figure 3, p. 71. Extrscted using a ruler",NA,NA,NA,NA,NA,0.08299999999999996,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,1,0,0,visual,narrative,no_manipulation,no_manipulation,0,0,0,0,MMFR,text,NA,NA,NA,NA,"they used the modified-modified free recall test(barnes & underwood, 1959) and an RES condition",This is a 2 experiment study where the rifts study is divided in two parts. They examine recall enhanced suggestibility on two different memory tests.,0,4.65553928572854,0.309104646260019,2009,0.2582277137543755,0.003397222746840022,1.3432908868445206,0.9034897503834504,1.486780438045273,0.40361503859761927,0.25943304263457284,-0.1048643813657878,0.9120944585610263,-1.421552301666774,2.2287823788620127,1,0.5,Inf
195,049,049_03,049_03_02,132_03_02,0235,chan,3.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,NA,NA,0,0,0,0,48,24,24,within,NA,NA,0.625,0.535,0.073,0.073,proportion,0,omit,omit,no_misinformation,This is the accuracy on the consistent items for subjects who did post event recall,"Figure 3, p. 71. Extrscted using a ruler",NA,NA,NA,NA,NA,0.08299999999999996,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,1,0,0,visual,narrative,no_manipulation,no_manipulation,0,0,0,0,MMFR,text,NA,NA,NA,NA,"they used the modified-modified free recall test(barnes & underwood, 1959) and an RES condition",This is a 2 experiment study where the rifts study is divided in two parts. They examine recall enhanced suggestibility on two different memory tests.,0,1.21264712569023,0.0986511776192163,2009,-0.026772286245624555,0.0016266245160472916,2.5849051439329553,0.9407540886301122,2.747694828195739,0.8969381470250448,0.2594318005374313,0.3884611615273005,1.4054151325227893,-0.9282285150149865,2.722104809065076,0.999943504143725,0.499943504143725,4.247983404621325
196,049,049_01,049_01_01,132_01_01,0236,chan,3.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,course_credit,NA,0,0,0,0,36,18,18,within,NA,NA,0.85,0.52,0.159,0.159,proportion,0,omit,omit,consistent,This is the accuracy on the consistent items for subjects who did not do post event recall,"Figure 1, p.68. Extracted using a ruler",NA,NA,NA,NA,NA,0.050000000000000044,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,0,0,0,visual,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,16,8,24,NA,This is a 2 experiment study where the rifts study is divided in two parts. They examine recall enhanced suggestibility on two different memory tests.,0,2.02929282694706,0.168305963576372,2009,0.19822771375437542,0.0026388051510243,0.8587168713686311,0.9097891972845099,0.9438635608464941,0.12521469956523795,0.2638893291780802,-0.3919988815282341,0.64242828065871,-1.7024051700764251,1.952834569206901,0.9999996221340666,0.49999962213406657,6.4226622602116805
197,049,049_01,049_01_01,132_01_01,0237,chan,3.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,course_credit,NA,0,0,0,0,36,18,18,within,NA,NA,0.62,0.52,0.159,0.159,proportion,0,omit,omit,no_misinformation,This is the accuracy on the consistent items for subjects who did not do post event recall,"Figure 1, p.68. Extracted using a ruler",NA,NA,NA,NA,NA,0.050000000000000044,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,0,0,0,visual,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,16,8,24,NA,This is a 2 experiment study where the rifts study is divided in two parts. They examine recall enhanced suggestibility on two different memory tests.,0,0.614937220286987,0.116363163679087,2009,-0.03177228624562456,5.202069474195565e-4,2.1387862183786033,0.9494033739092801,2.252768714705425,0.3773576216503667,0.2628964018019825,-0.13790985754668994,0.8926251008474233,-1.4497124576185063,2.20442770091924,0.9642821858896635,0.4642821858896635,1.4471151272993639
198,049,049_03,049_03_01,132_03_01,0238,chan,3.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,NA,NA,0,0,0,0,48,24,24,within,NA,NA,0.85,0.52,0.073,0.073,proportion,0,omit,omit,consistent,This is the accuracy on the consistent items for subjects who did not do post event recall,"Figure 3, p. 71. Extrscted using a ruler",NA,NA,NA,NA,NA,0.08299999999999996,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,0,0,0,visual,narrative,no_manipulation,no_manipulation,0,0,0,0,MMFR,text,NA,NA,NA,NA,"they used the modified-modified free recall test(barnes & underwood, 1959)",This is a 2 experiment study where the rifts study is divided in two parts. They examine recall enhanced suggestibility on two different memory tests.,0,4.44637279419749,0.289273239843538,2009,0.19822771375437542,0.0028863535350265495,3.3052808698899883,0.9730667662676497,3.396766783607164,1.0065655044533617,0.2597445236756656,0.49747559286754583,1.5156554160391775,-0.8187720088629922,2.8319030177697155,0.9999999999999999,0.4999999999999999,15.954589770191003
199,049,049_03,049_03_01,132_03_01,0239,chan,3.426008968609949,NA,NA,NA,NA,NA,NA,NA,en,en,us,students,lab,NA,NA,0,0,0,0,48,24,24,within,NA,NA,0.49,0.52,0.073,0.073,proportion,0,omit,omit,no_misinformation,This is the accuracy on the consistent items for subjects who did not do post event recall,"Figure 3, p. 71. Extrscted using a ruler",NA,NA,NA,NA,NA,0.08299999999999996,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,0,0,0,visual,narrative,no_manipulation,no_manipulation,0,0,0,0,MMFR,text,NA,NA,NA,NA,"they used the modified-modified free recall test(barnes & underwood, 1959)",This is a 2 experiment study where the rifts study is divided in two parts. They examine recall enhanced suggestibility on two different memory tests.,0,-0.404215708563409,0.0850353160317648,2009,-0.16177228624562456,0.011720234736713415,0.6539588771944705,0.8935632780782268,0.7318551391244839,-0.08970806982980646,0.26173030255908347,-0.6026900365083816,0.42327389684876865,-1.9161349086544268,1.7367187689948138,0.08284894854288699,-0.417151051457113,-1.0817129989515823
200,048,048_01,048_01_01,223_01_01,0240,chan,16.42600896860995,Chan_2022,article,Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley,Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.,2022,Journal of Experimental Psychology: Applied,10.1037/xap0000394,en,en,us,students,lab,course_credit,NA,1,1,1,1,119,29,29,within,NA,NA,0.63,0.516,0.19,0.175,proportion,0,omit,omit,neutral,comparing consistent and control accuracy on non-warned non-tested participants,extracted from open data:  https://osf.io/anqf,19,NA,1.38,NA,NA,0.18999999999999995,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,1,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,8,8,24,NA,ages and gender ratios in groups are infered from the reporting since that was not available in the open data.,0,0.615728040629515,0.0722338018967023,2022,-0.02177228624562455,0.0022404248180317664,1.9432960060731062,0.9237988872158542,2.103592062044817,0.695954658406464,0.2591537685810259,0.18802260552982542,1.2038867112831024,-1.1290602647601804,2.5209695815731084,0.9890173177295738,0.4890173177295738,1.9592915803791964
201,048,048_01,048_01_01,223_01_01,0241,chan,16.42600896860995,Chan_2022,article,Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley,Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.,2022,Journal of Experimental Psychology: Applied,10.1037/xap0000394,en,en,us,students,lab,course_credit,NA,1,1,1,1,119,29,29,within,NA,NA,0.782,0.516,0.169,0.175,proportion,0,omit,omit,consistent,comparing consistent and control accuracy on non-warned non-tested participants,extracted from open data:  https://osf.io/anqf,19,NA,1.38,NA,NA,0.18999999999999995,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,1,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,8,8,24,NA,ages and gender ratios in groups are infered from the reporting since that was not available in the open data.,0,1.52545890925854,0.0890260765847953,2022,0.13022771375437547,0.012038372088258692,0.7803611024412322,0.8948992303532386,0.8720100274677905,-0.01662316487759525,0.26124677113356243,-0.5286574273767558,0.49541109762156527,-1.8427840519339727,1.8095377221787823,0.9999998411234624,0.4999998411234624,6.79894023335529
202,048,048_02,048_02_03,223_02_03,0242,chan,16.42600896860995,Chan_2022,article,Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley,Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.,2022,Journal of Experimental Psychology: Applied,10.1037/xap0000394,en,en,us,students,lab,course_credit,NA,1,1,1,1,139,35,35,within,NA,NA,0.51,0.513,0.21,0.208,proportion,0,omit,omit,neutral,table 3,extracted from open data:  https://osf.io/anqf,19,NA,1.68,NA,NA,0.09999999999999998,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,1,0,0,audio,narrative,no_manipulation,no_manipulation,0,48,1,0,recognition,text,NA,8,8,24,the warning and the final test did not occur in the same phase. There is a 48h delay between the post warning and the test.,ages and gender ratios in groups are infered from the reporting since that was not available in the open data.,0,-0.0141949053422433,0.0571442963952691,2022,-0.14177228624562455,0.0046197587475934965,1.2720800992481731,0.9211166123340826,1.381019604048568,0.11790620907001687,0.26392688547532317,-0.39938098101344405,0.6351933991534777,-1.709734493164949,1.9455469113049828,0.47632440208974874,-0.023675597910251256,-0.32209716902072033
203,048,048_02,048_02_03,223_02_03,0243,chan,16.42600896860995,Chan_2022,article,Jason C. K. Chan; Rachel O{\textquotesingle}Donnell; Krista D. Manley,Warning weakens retrieval-enhanced suggestibility only when it is given shortly after misinformation: The critical importance of timing.,2022,Journal of Experimental Psychology: Applied,10.1037/xap0000394,en,en,us,students,lab,course_credit,NA,1,1,1,1,139,35,35,within,NA,NA,0.663,0.513,0.189,0.208,proportion,0,omit,omit,consistent,table 3,extracted from open data:  https://osf.io/anqf,19,NA,1.68,NA,NA,0.09999999999999998,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,1,0,0,audio,narrative,no_manipulation,no_manipulation,0,48,1,0,recognition,text,NA,8,8,24,the warning and the final test did not occur in the same phase. There is a 48h delay between the post warning and the test.,ages and gender ratios in groups are infered from the reporting since that was not available in the open data.,0,0.746442655102923,0.0611226902668364,2022,0.011227713754375479,0.002172974270453099,4.2204870912411385,1.0085943876153816,4.184523672811259,1.0065655044533617,0.2597445236756656,0.49747559286754583,1.5156554160391775,-0.8187720088629922,2.8319030177697155,0.9987328811956119,0.4987328811956119,2.8971826639868814
