"","...1","...2","id_record","id_study","id_control","id_effect","authors","title","publication_year","container","record_type","doi","language_record","language_materials","country","population","modality","incentives","incentive_notes","preregistered","open_data","open_data_claimed","open_materials","n_total","n_control","n_mi","within_between","accuracy_control_prop","accuracy_mi_prop","accuracy_control_mean","accuracy_mi_mean","accuracy_control_sd","accuracy_mi_sd","accuracy_type","accuracy_reverse","test_statistic","statistic_type","control_type","notes_comparison","notes_source","age_mean","age_median","age_sd","age_min","age_max","gender_female_prop","neuro_condition","preevent_valence","preevent_warning","preevent_alcohol","event_medium","event_materials","event_valence","postevent_recall","postevent_warning","postevent_retention_interval","exposure_medium","exposure_method","exposure_credibility","exposure_valence","postexposure_recall","postexposure_retention_interval","postexposure_warning","postexposure_correction","test_type","test_medium","item_centrality","items_control","items_misled","items_total","notes_moderators","notes_general","total_accuracy_control_mean","total_accuracy_mi_mean","total_accuracy_control_sd","total_accuracy_mi_sd","total_accuracy_control_prop","total_accuracy_mi_prop","id","yi","vi","cooks_dist"
"241",241,46,"016","016_01","016_01_04","0046","campbell et al",NA,"2007",NA,"article","10.1348/000712606X160768","en","en","au","students","lab",NA,NA,0,0,0,0,60,15,15,"within",NA,NA,0.94,0.93,0.15,0.14,"proportion",0,"omit","omit","consistent","compared post-event information presented via an auditory or written modality(restated control condition)","Table 1, p.490","20.61",NA,7.23,NA,NA,0.7,NA,"no_manipulation",0,0,"visual","office_theft_video_campbell_et_al_2007",NA,0,0,0,"text","narrative",NA,"no_manipulation",0,0,0,0,"modified_test","text",NA,5,5,15,"written modality","compared post-event information presented via an auditory or written modality and used a recognition test or modified test",0.94,0.93,0.15,0.14,NA,NA,46,0.0670589098448809,0.13340828162316,0.000221810369612188
"242",242,47,"016","016_02","016_02_01","0047","campbell et al",NA,"2007",NA,"article","10.1348/000712606X160768","en","en","au","students","lab",NA,NA,0,0,0,0,36,18,18,"within",NA,NA,0.82,0.41,0.15,0.17,"proportion",0,"omit","omit","consistent","compared post-event information presented via an auditory or written modality","Table 2, p.492",NA,NA,NA,NA,NA,0.61,NA,"no_manipulation",0,0,"visual","office_theft_video_campbell_et_al_2007",NA,0,0,0,"text","narrative",NA,"no_manipulation",0,0,0,0,"cued_recall","text",NA,5,5,15,"auditory modality","compared post-event information presented via an auditory or written modality",0.82,0.41,0.15,0.17,NA,NA,47,2.5006056018246,0.19795872744273,0.00113389976135912
"243",243,48,"016","016_02","016_02_02","0048","campbell et al",NA,"2007",NA,"article","10.1348/000712606X160768","en","en","au","students","lab",NA,NA,0,0,0,0,36,18,18,"within",NA,NA,0.76,0.52,0.19,0.18,"proportion",0,"omit","omit","consistent","compared post-event information presented via an auditory or written modality","Table 2, p.492",NA,NA,NA,NA,NA,0.66,NA,"no_manipulation",0,0,"visual","office_theft_video_campbell_et_al_2007",NA,0,0,0,"text","narrative",NA,"no_manipulation",0,0,0,0,"cued_recall","text",NA,5,5,15,"written modality","compared post-event information presented via an auditory or written modality",0.76,0.52,0.19,0.18,NA,NA,48,1.26796965014101,0.133440931023315,2.2744037935414e-05
"244",244,58,"021","021_01","021_01_01","0058","chan & lapaglia","The Dark Side of Testing Memory: Repeated Retrieval Can Enhance Eyewitness Suggestibility","2011",NA,"article","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,108,36,36,"within",NA,NA,0.74,0.39,0.19,0.2,"proportion",0,"omit","omit","consistent","comparing misled and consistent items on the no-test condition","Table 2, p.422",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011",NA,0,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,8,8,24,"no initial test (vs 1 initial test & 5 initial tests)","They had consistent and control (neutral) conditions. Consistent items were used for the effect size extraction.",0.74,0.39,0.19,0.2,NA,NA,58,1.77497713740715,0.0774343322105422,1.94868887733101e-05
"245",245,59,"021","021_01","021_01_02","0059","chan & lapaglia","The Dark Side of Testing Memory: Repeated Retrieval Can Enhance Eyewitness Suggestibility","2011",NA,"article","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,108,36,36,"within",NA,NA,0.79,0.28,0.19,0.23,"proportion",0,"omit","omit","consistent","comparing misled and consistent items on the 1-test condition","Table 2, p.422",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011",NA,1,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,8,8,24,"1 initial test (vs no initial test & 5 initial tests)","They had consistent and control (neutral) conditions. Consistent items were used for the effect size extraction.",0.79,0.28,0.19,0.23,NA,NA,59,2.39162024088637,0.0952767178931763,4.88056869183353e-06
"246",246,60,"021","021_01","021_01_03","0060","chan & lapaglia","The Dark Side of Testing Memory: Repeated Retrieval Can Enhance Eyewitness Suggestibility","2011",NA,"article","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,108,36,36,"within",NA,NA,0.86,0.3,0.16,0.25,"proportion",0,"omit","omit","consistent","comparing misled and consistent items on the 5-test condition","Table 2, p.422",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011",NA,5,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,8,8,24,"5 initial test (vs 1 initial test & no initial tests)","They had consistent and control (neutral) conditions. Consistent items were used for the effect size extraction.",0.86,0.3,0.16,0.25,NA,NA,60,2.63947237101307,0.103936211092648,2.19685539095895e-05
"247",247,61,"021","021_02","021_02_01","0061","chan & lapaglia","The Dark Side of Testing Memory: Repeated Retrieval Can Enhance Eyewitness Suggestibility","2011",NA,"article","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,110,36,36,"within",NA,NA,0.71,0.38,0.16,0.25,"proportion",0,"omit","omit","consistent","comparing misled and consistent items on non-tested induviduals in the 1-test condition","Table 3, p.423",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011",NA,1,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,12,12,36,"1 initial test, nontested items","They compared the ME on nontested items (items that where not in the initial tests but were mislead in the PEI phase) and tested items (items that were in the initial test and were mislead in the PEI phase). The same control ID is used for both items conditions.",0.71,0.38,0.16,0.25,NA,NA,61,1.55540336148985,0.0723561084509299,8.69709527699847e-07
"248",248,62,"021","021_02","021_02_02","0062","chan & lapaglia","The Dark Side of Testing Memory: Repeated Retrieval Can Enhance Eyewitness Suggestibility","2011",NA,"article","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,110,38,38,"within",NA,NA,0.77,0.38,0.16,0.23,"proportion",0,"omit","omit","consistent","comparing misled and consistent items on non-tested induviduals in the 3-test condition","Table 3, p.423",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011",NA,3,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,12,12,36,"3 initial tests, nontested items","They compared the ME on nontested items (items that where not in the initial tests but were mislead in the PEI phase) and tested items (items that were in the initial test and were mislead in the PEI phase). The same control ID is used for both items conditions.",0.77,0.38,0.16,0.23,NA,NA,62,1.9485119935281,0.0776098617692294,4.30936590134191e-06
"249",249,63,"021","021_02","021_02_03","0063","chan & lapaglia","The Dark Side of Testing Memory: Repeated Retrieval Can Enhance Eyewitness Suggestibility","2011",NA,"article","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,110,36,36,"within",NA,NA,0.68,0.4,0.19,0.27,"proportion",0,"omit","omit","consistent","comparing misled and consistent items on non-tested induviduals in the 6-test condition","Table 3, p.423",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011",NA,6,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,12,12,36,"6 initial tests, nontested items","They compared the ME on nontested items (items that where not in the initial tests but were mislead in the PEI phase) and tested items (items that were in the initial test and were mislead in the PEI phase). The same control ID is used for both items conditions.",0.68,0.4,0.19,0.27,NA,NA,63,1.18648384665021,0.0653315549886241,1.49790608182704e-05
"250",250,64,"021","021_02","021_02_01","0064","chan & lapaglia","The Dark Side of Testing Memory: Repeated Retrieval Can Enhance Eyewitness Suggestibility","2011",NA,"article","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,110,36,36,"within",NA,NA,0.83,0.44,0.14,0.28,"proportion",0,"omit","omit","consistent","comparing misled and consistent items on tested induviduals in the 1-test condition","Table 3, p.423",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011",NA,1,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,12,12,36,"1 initial test, tested items","They compared the ME on nontested items (items that where not in the initial tests but were mislead in the PEI phase) and tested items (items that were in the initial test and were mislead in the PEI phase). The same control ID is used for both items conditions.",0.83,0.44,0.14,0.28,NA,NA,64,1.74288453654337,0.0766503229702916,1.10046403565728e-08
"251",251,65,"021","021_02","021_02_02","0065","chan & lapaglia","The Dark Side of Testing Memory: Repeated Retrieval Can Enhance Eyewitness Suggestibility","2011",NA,"article","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,110,38,38,"within",NA,NA,0.84,0.32,0.16,0.24,"proportion",0,"omit","omit","consistent","comparing misled and consistent items on tested induviduals in the 3-test condition","Table 3, p.423",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011",NA,3,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,12,12,36,"3 initial tests, tested items","They compared the ME on nontested items (items that where not in the initial tests but were mislead in the PEI phase) and tested items (items that were in the initial test and were mislead in the PEI phase). The same control ID is used for both items conditions.",0.84,0.32,0.16,0.24,NA,NA,65,2.52356784564844,0.0945289123130968,3.15659917521748e-06
"252",252,66,"021","021_02","021_02_03","0066","chan & lapaglia","The Dark Side of Testing Memory: Repeated Retrieval Can Enhance Eyewitness Suggestibility","2011",NA,"article","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,110,36,36,"within",NA,NA,0.81,0.31,0.17,0.28,"proportion",0,"omit","omit","consistent","comparing misled and consistent items on tested induviduals in the 6-test condition","Table 3, p.423",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011",NA,6,0,0,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,12,12,36,"6 initial tests, tested items","They compared the ME on nontested items (items that where not in the initial tests but were mislead in the PEI phase) and tested items (items that were in the initial test and were mislead in the PEI phase). The same control ID is used for both items conditions.",0.81,0.31,0.17,0.28,NA,NA,66,2.13543910231355,0.0872229177756229,2.52264160317349e-06
"253",253,67,"021","021_03","021_03_01","0067","chan & lapaglia","The Dark Side of Testing Memory: Repeated Retrieval Can Enhance Eyewitness Suggestibility","2011",NA,"article","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,101,34,34,"within",NA,NA,0.63,0.09,0.21,0.09,"proportion",0,"omit","omit","consistent","comparing misled and consistent items on the no-test condition","Table 4, p.424",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011",NA,0,0,168,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,8,8,24,"no initial test (vs 1 initial test & 5 initial tests)","They had consistent and control (neutral) conditions. Consistent items were used for the effect size extraction. Same procedure as experiment 1, except postevent retention interval being 1 week (vs immediately)",0.63,0.09,0.21,0.09,NA,NA,67,3.30436428281497,0.139108994952524,0.000189375675957207
"254",254,68,"021","021_03","021_03_02","0068","chan & lapaglia","The Dark Side of Testing Memory: Repeated Retrieval Can Enhance Eyewitness Suggestibility","2011",NA,"article","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,101,34,34,"within",NA,NA,0.8,0.24,0.11,0.21,"proportion",0,"omit","omit","consistent","comparing misled and consistent items on the 1-test condition","Table 4, p.424",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011",NA,1,0,168,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,8,8,24,"1 initial test (vs no initial test & 5 initial tests)","They had consistent and control (neutral) conditions. Consistent items were used for the effect size extraction. Same procedure as experiment 1, except postevent retention interval being 1 week (vs immediately)",0.8,0.24,0.11,0.21,NA,NA,68,3.30254907690622,0.139020811804221,0.000188818085519848
"255",255,69,"021","021_03","021_03_03","0069","chan & lapaglia","The Dark Side of Testing Memory: Repeated Retrieval Can Enhance Eyewitness Suggestibility","2011",NA,"article","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,101,33,33,"within",NA,NA,0.83,0.25,0.17,0.24,"proportion",0,"omit","omit","consistent","comparing misled and consistent items on the 5-test condition","Table 4, p.424",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011",NA,5,0,168,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,8,8,24,"5 initial test (vs 1 initial test & no initial tests)","They had consistent and control (neutral) conditions. Consistent items were used for the effect size extraction. Same procedure as experiment 1, except postevent retention interval being 1 week (vs immediately)",0.83,0.25,0.17,0.24,NA,NA,69,2.75608055448702,0.118151363809254,4.16019191615767e-05
"256",256,70,"021","021_04","021_04_01","0070","chan & lapaglia","The Dark Side of Testing Memory: Repeated Retrieval Can Enhance Eyewitness Suggestibility","2011",NA,"article","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,113,38,38,"within",NA,NA,0.64,0.25,0.21,0.23,"proportion",0,"omit","omit","consistent","comparing misled and consistent items on non-tested induviduals in the 1-test condition","Table 5, p.425",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011",NA,1,0,168,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,12,12,36,"1 initial test, nontested items","They compared the ME on nontested items (items that where not in the initial tests but were mislead in the PEI phase) and tested items (items that were in the initial test and were mislead in the PEI phase). The same control ID is used for both items conditions.",0.64,0.25,0.21,0.23,NA,NA,70,1.75287942972676,0.0728459624681528,7.62239752138752e-07
"257",257,71,"021","021_04","021_04_02","0071","chan & lapaglia","The Dark Side of Testing Memory: Repeated Retrieval Can Enhance Eyewitness Suggestibility","2011",NA,"article","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,113,35,35,"within",NA,NA,0.58,0.2,0.22,0.18,"proportion",0,"omit","omit","consistent","comparing misled and consistent items on non-tested induviduals in the 3-test condition","Table 5, p.426",NA,NA,NA,NA,NA,NA,NA,"no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011",NA,3,0,168,"audio","narrative",NA,"no_manipulation",0,0,0,0,"recognition","text",NA,12,12,36,"3 initial tests, nontested items","They compared the ME on nontested items (items that where not in the initial tests but were mislead in the PEI phase) and tested items (items that were in the initial test and were mislead in the PEI phase). The same control ID is used for both items conditions.",0.58,0.2,0.22,0.18,NA,NA,71,1.86962892074209,0.0821108021519659,7.26852024201467e-08
